OrderID,CustomerID,OrderDateTime,DeliveryDateTime,TotalAmount,DeliveryStatus
1072,243,2024-02-14 15:00:00,2024-02-14 16:13:00,794,Delivered
1073,122,2024-02-14 16:00:00,2024-02-14 18:23:00,933,Delivered
1074,147,2024-02-14 17:00:00,2024-02-14 19:34:00,816,Delivered
1075,55,2024-02-14 18:00:00,2024-02-14 18:37:00,523,Delivered
1076,238,2024-02-14 19:00:00,2024-02-14 21:20:00,860,Delivered
1077,173,2024-02-14 20:00:00,2024-02-14 20:49:00,312,Delivered
1078,221,2024-02-14 21:00:00,2024-02-14 21:48:00,770,Delivered
1079,119,2024-02-14 22:00:00,2024-02-15 00:37:00,199,Delivered
1080,183,2024-02-14 23:00:00,2024-02-15 00:09:00,928,Delivered
1081,288,2024-02-15 00:00:00,2024-02-15 00:56:00,211,Delivered
1082,300,2024-02-15 01:00:00,2024-02-15 03:37:00,407,Delivered
1083,82,2024-02-15 02:00:00,2024-02-15 03:02:00,777,Delivered
1084,211,2024-02-15 03:00:00,2024-02-15 05:06:00,574,Delivered
1085,150,2024-02-15 04:00:00,2024-02-15 04:52:00,647,Delivered
1086,37,2024-02-15 05:00:00,2024-02-15 07:05:00,211,Delivered
1087,59,2024-02-15 06:00:00,2024-02-15 08:42:00,186,Delivered
1088,131,2024-02-15 07:00:00,2024-02-15 09:26:00,282,Cancelled
1089,202,2024-02-15 08:00:00,2024-02-15 08:55:00,696,Delivered
1090,243,2024-02-15 09:00:00,2024-02-15 09:42:00,880,Delivered
1091,35,2024-02-15 10:00:00,2024-02-15 12:16:00,264,Delivered
1092,93,2024-02-15 11:00:00,2024-02-15 11:47:00,914,Delivered
1093,207,2024-02-15 12:00:00,2024-02-15 12:59:00,189,Delivered
1094,213,2024-02-15 13:00:00,2024-02-15 14:08:00,554,Delivered
1095,159,2024-02-15 14:00:00,2024-02-15 16:39:00,337,Delivered
1096,24,2024-02-15 15:00:00,2024-02-15 16:15:00,633,Delivered
1097,293,2024-02-15 16:00:00,2024-02-15 18:15:00,778,Delivered
1098,4,2024-02-15 17:00:00,2024-02-15 18:41:00,826,Delivered
1099,220,2024-02-15 18:00:00,2024-02-15 18:46:00,157,Delivered
1100,20,2024-02-15 19:00:00,2024-02-15 20:39:00,641,Delivered
1101,152,2024-02-15 20:00:00,2024-02-15 20:35:00,717,Delivered
1102,50,2024-02-15 21:00:00,2024-02-15 23:49:00,501,Delivered
1103,177,2024-02-15 22:00:00,2024-02-15 22:51:00,941,Delivered
1104,96,2024-02-15 23:00:00,2024-02-16 01:13:00,778,Delivered
1105,105,2024-02-16 00:00:00,2024-02-16 02:50:00,961,Delivered
1106,250,2024-02-16 01:00:00,2024-02-16 03:47:00,765,Delivered
1107,117,2024-02-16 02:00:00,2024-02-16 02:38:00,938,Delivered
1108,228,2024-02-16 03:00:00,2024-02-16 05:39:00,618,Delivered
1109,66,2024-02-16 04:00:00,2024-02-16 05:20:00,296,Delivered
1110,262,2024-02-16 05:00:00,2024-02-16 06:04:00,932,Delivered
1111,295,2024-02-16 06:00:00,2024-02-16 08:29:00,145,Delivered
1112,243,2024-02-16 07:00:00,2024-02-16 09:56:00,629,Cancelled
1113,186,2024-02-16 08:00:00,2024-02-16 10:12:00,496,Delivered
1114,246,2024-02-16 09:00:00,2024-02-16 11:42:00,764,Delivered
1115,125,2024-02-16 10:00:00,2024-02-16 12:30:00,875,Delivered
1116,268,2024-02-16 11:00:00,2024-02-16 13:38:00,173,Delivered
1117,131,2024-02-16 12:00:00,2024-02-16 13:32:00,515,Delivered
1118,237,2024-02-16 13:00:00,2024-02-16 13:41:00,756,Delivered
1119,18,2024-02-16 14:00:00,2024-02-16 16:39:00,713,Delivered
1120,40,2024-02-16 15:00:00,2024-02-16 15:53:00,434,Delivered
1121,21,2024-02-16 16:00:00,2024-02-16 18:09:00,946,Cancelled
1122,225,2024-02-16 17:00:00,2024-02-16 18:27:00,732,Delivered
1123,282,2024-02-16 18:00:00,2024-02-16 20:52:00,787,Delivered
1124,8,2024-02-16 19:00:00,2024-02-16 20:11:00,674,Delivered
1125,100,2024-02-16 20:00:00,2024-02-16 21:43:00,395,Delivered
1126,240,2024-02-16 21:00:00,2024-02-16 22:33:00,183,Delivered
1127,87,2024-02-16 22:00:00,2024-02-16 23:35:00,114,Delivered
1128,298,2024-02-16 23:00:00,2024-02-17 01:24:00,966,Delivered
1129,14,2024-02-17 00:00:00,2024-02-17 00:58:00,233,Delivered
1130,2,2024-02-17 01:00:00,2024-02-17 02:47:00,577,Delivered
1131,293,2024-02-17 02:00:00,2024-02-17 03:17:00,732,Delivered
1132,41,2024-02-17 03:00:00,2024-02-17 04:36:00,418,Delivered
1133,111,2024-02-17 04:00:00,2024-02-17 06:55:00,491,Delivered
1134,14,2024-02-17 05:00:00,2024-02-17 06:56:00,578,Delivered
1135,231,2024-02-17 06:00:00,2024-02-17 07:34:00,739,Delivered
1136,84,2024-02-17 07:00:00,2024-02-17 09:15:00,467,Delivered
1137,130,2024-02-17 08:00:00,2024-02-17 09:13:00,466,Delivered
1138,231,2024-02-17 09:00:00,2024-02-17 09:46:00,387,Delivered
1139,145,2024-02-17 10:00:00,2024-02-17 12:40:00,912,Delivered
1140,28,2024-02-17 11:00:00,2024-02-17 12:15:00,477,Delivered
1141,66,2024-02-17 12:00:00,2024-02-17 13:38:00,791,Delivered
1142,163,2024-02-17 13:00:00,2024-02-17 13:40:00,562,Delivered
1143,229,2024-02-17 14:00:00,2024-02-17 16:00:00,693,Delivered
1144,261,2024-02-17 15:00:00,2024-02-17 17:03:00,112,Delivered
1145,164,2024-02-17 16:00:00,2024-02-17 18:24:00,635,Delivered
1146,287,2024-02-17 17:00:00,2024-02-17 18:00:00,267,Delivered
1147,10,2024-02-17 18:00:00,2024-02-17 20:30:00,369,Delivered
1148,195,2024-02-17 19:00:00,,169,Delivered
1149,118,2024-02-17 20:00:00,2024-02-17 20:31:00,417,Cancelled
1150,270,2024-02-17 21:00:00,2024-02-17 21:50:00,475,Delivered
1151,80,2024-02-17 22:00:00,2024-02-17 23:54:00,188,Delivered
1152,93,2024-02-17 23:00:00,2024-02-18 00:30:00,800,Delivered
1153,266,2024-02-18 00:00:00,2024-02-18 00:54:00,356,Delivered
1154,257,2024-02-18 01:00:00,2024-02-18 01:55:00,316,Delivered
1155,133,2024-02-18 02:00:00,2024-02-18 03:36:00,549,Cancelled
1156,276,2024-02-18 03:00:00,2024-02-18 04:20:00,993,Delivered
1157,264,2024-02-18 04:00:00,2024-02-18 06:56:00,643,Delivered
1158,171,2024-02-18 05:00:00,2024-02-18 06:26:00,240,Delivered
1159,1,2024-02-18 06:00:00,2024-02-18 07:45:00,260,Delivered
1160,64,2024-02-18 07:00:00,2024-02-18 07:51:00,131,Delivered
1161,284,2024-02-18 08:00:00,2024-02-18 10:40:00,923,Delivered
1162,121,2024-02-18 09:00:00,2024-02-18 10:38:00,251,Delivered
1163,107,2024-02-18 10:00:00,2024-02-18 10:45:00,958,Delivered
1164,175,2024-02-18 11:00:00,2024-02-18 12:45:00,359,Delivered
1165,204,2024-02-18 12:00:00,2024-02-18 13:08:00,827,Delivered
1166,165,2024-02-18 13:00:00,2024-02-18 15:21:00,378,Cancelled
1167,120,2024-02-18 14:00:00,2024-02-18 16:46:00,384,Delivered
1168,44,2024-02-18 15:00:00,2024-02-18 17:37:00,709,Delivered
1169,156,2024-02-18 16:00:00,2024-02-18 16:44:00,641,Delivered
1170,207,2024-02-18 17:00:00,2024-02-18 18:32:00,701,Delivered
1171,108,2024-02-18 18:00:00,2024-02-18 19:43:00,247,Delivered
1172,251,2024-02-18 19:00:00,2024-02-18 20:18:00,755,Delivered
1173,130,2024-02-18 20:00:00,2024-02-18 20:33:00,166,Delivered
1174,293,2024-02-18 21:00:00,2024-02-18 22:29:00,968,Delivered
1175,20,2024-02-18 22:00:00,2024-02-18 22:58:00,669,Delivered
1176,282,2024-02-18 23:00:00,2024-02-18 23:43:00,892,Delivered
1177,285,2024-02-19 00:00:00,2024-02-19 01:02:00,378,Delivered
1178,1,2024-02-19 01:00:00,2024-02-19 03:54:00,847,Delivered
1179,119,2024-02-19 02:00:00,2024-02-19 04:51:00,542,Delivered
1180,35,2024-02-19 03:00:00,2024-02-19 03:48:00,996,Delivered
1181,198,2024-02-19 04:00:00,2024-02-19 05:46:00,964,Delivered
1182,245,2024-02-19 05:00:00,2024-02-19 06:02:00,498,Delivered
1183,59,2024-02-19 06:00:00,2024-02-19 06:47:00,227,Delivered
1184,161,2024-02-19 07:00:00,2024-02-19 07:46:00,436,Delivered
1185,179,2024-02-19 08:00:00,2024-02-19 09:39:00,581,Delivered
1186,206,2024-02-19 09:00:00,2024-02-19 11:10:00,820,Delivered
1187,12,2024-02-19 10:00:00,2024-02-19 11:43:00,285,Delivered
1188,276,2024-02-19 11:00:00,2024-02-19 12:54:00,268,Delivered
1189,181,2024-02-19 12:00:00,2024-02-19 14:53:00,783,Delivered
1190,242,2024-02-19 13:00:00,2024-02-19 15:36:00,359,Delivered
1191,216,2024-02-19 14:00:00,2024-02-19 14:36:00,816,Delivered
1192,251,2024-02-19 15:00:00,2024-02-19 15:45:00,746,Delivered
1193,299,2024-02-19 16:00:00,2024-02-19 16:41:00,657,Delivered
1194,126,2024-02-19 17:00:00,2024-02-19 17:50:00,606,Cancelled
1195,217,2024-02-19 18:00:00,2024-02-19 18:46:00,620,Delivered
1196,285,2024-02-19 19:00:00,2024-02-19 21:43:00,570,Delivered
1197,185,2024-02-19 20:00:00,2024-02-19 22:57:00,260,Delivered
1198,39,2024-02-19 21:00:00,2024-02-19 23:46:00,388,Delivered
1199,223,2024-02-19 22:00:00,2024-02-19 23:30:00,439,Delivered
1200,184,2024-02-19 23:00:00,2024-02-20 01:12:00,999,Delivered
1201,178,2024-02-20 00:00:00,2024-02-20 00:30:00,932,Delivered
1202,294,2024-02-20 01:00:00,2024-02-20 02:14:00,601,Delivered
1203,151,2024-02-20 02:00:00,2024-02-20 02:55:00,205,Delivered
1204,126,2024-02-20 03:00:00,2024-02-20 04:15:00,901,Delivered
1205,234,2024-02-20 04:00:00,2024-02-20 05:00:00,574,Delivered
1206,8,2024-02-20 05:00:00,2024-02-20 05:58:00,952,Delivered
1207,129,2024-02-20 06:00:00,2024-02-20 06:46:00,699,Delivered
1208,264,2024-02-20 07:00:00,2024-02-20 07:53:00,562,Delivered
1209,157,2024-02-20 08:00:00,2024-02-20 10:00:00,582,Delivered
1210,5,2024-02-20 09:00:00,2024-02-20 10:01:00,803,Delivered
1211,86,2024-02-20 10:00:00,2024-02-20 12:19:00,252,Delivered
1212,175,2024-02-20 11:00:00,2024-02-20 11:55:00,922,Delivered
1213,290,2024-02-20 12:00:00,2024-02-20 13:33:00,748,Delivered
1214,193,2024-02-20 13:00:00,2024-02-20 15:15:00,884,Cancelled
1215,119,2024-02-20 14:00:00,2024-02-20 15:22:00,248,Delivered
1216,218,2024-02-20 15:00:00,2024-02-20 15:40:00,287,Delivered
1217,114,2024-02-20 16:00:00,2024-02-20 18:09:00,752,Delivered
1218,145,2024-02-20 17:00:00,2024-02-20 19:56:00,230,Delivered
1219,26,2024-02-20 18:00:00,2024-02-20 20:10:00,551,Cancelled
1220,136,2024-02-20 19:00:00,2024-02-20 19:58:00,615,Delivered
1221,232,2024-02-20 20:00:00,2024-02-20 22:17:00,590,Delivered
1222,76,2024-02-20 21:00:00,,575,Cancelled
1223,289,2024-02-20 22:00:00,2024-02-21 00:41:00,362,Delivered
1224,1,2024-02-20 23:00:00,2024-02-20 23:52:00,637,Delivered
1225,147,2024-02-21 00:00:00,2024-02-21 02:24:00,558,Cancelled
1226,287,2024-02-21 01:00:00,2024-02-21 03:32:00,635,Delivered
1227,142,2024-02-21 02:00:00,2024-02-21 04:48:00,877,Delivered
1228,53,2024-02-21 03:00:00,2024-02-21 04:19:00,840,Delivered
1229,69,2024-02-21 04:00:00,2024-02-21 06:46:00,880,Delivered
1230,90,2024-02-21 05:00:00,2024-02-21 07:17:00,736,Delivered
1231,220,2024-02-21 06:00:00,2024-02-21 07:47:00,783,Delivered
1232,192,2024-02-21 07:00:00,2024-02-21 08:44:00,845,Delivered
1233,63,2024-02-21 08:00:00,2024-02-21 08:50:00,394,Delivered
1234,73,2024-02-21 09:00:00,2024-02-21 09:44:00,534,Delivered
1235,161,2024-02-21 10:00:00,2024-02-21 11:55:00,374,Delivered
1236,169,2024-02-21 11:00:00,2024-02-21 13:25:00,687,Cancelled
1237,89,2024-02-21 12:00:00,2024-02-21 13:19:00,407,Delivered
1238,176,2024-02-21 13:00:00,2024-02-21 14:38:00,825,Delivered
1239,269,2024-02-21 14:00:00,2024-02-21 15:47:00,475,Delivered
1240,73,2024-02-21 15:00:00,2024-02-21 17:30:00,257,Delivered
1241,245,2024-02-21 16:00:00,2024-02-21 18:10:00,913,Delivered
1242,77,2024-02-21 17:00:00,2024-02-21 19:55:00,303,Delivered
1243,159,2024-02-21 18:00:00,2024-02-21 19:50:00,760,Delivered
1244,98,2024-02-21 19:00:00,2024-02-21 19:35:00,174,Delivered
1245,102,2024-02-21 20:00:00,2024-02-21 21:36:00,479,Delivered
1246,132,2024-02-21 21:00:00,2024-02-21 21:41:00,840,Delivered
1247,102,2024-02-21 22:00:00,2024-02-21 22:31:00,403,Delivered
1248,19,2024-02-21 23:00:00,2024-02-22 00:50:00,161,Delivered
1249,82,2024-02-22 00:00:00,2024-02-22 02:51:00,669,Delivered
1250,279,2024-02-22 01:00:00,2024-02-22 02:39:00,885,Delivered
1251,129,2024-02-22 02:00:00,2024-02-22 02:35:00,207,Delivered
1252,89,2024-02-22 03:00:00,2024-02-22 04:57:00,286,Cancelled
1253,213,2024-02-22 04:00:00,2024-02-22 04:53:00,328,Delivered
1254,143,2024-02-22 05:00:00,2024-02-22 06:16:00,147,Delivered
1255,65,2024-02-22 06:00:00,,930,Delivered
1256,76,2024-02-22 07:00:00,2024-02-22 07:53:00,367,Delivered
1257,199,2024-02-22 08:00:00,2024-02-22 09:13:00,826,Delivered
1258,143,2024-02-22 09:00:00,2024-02-22 11:16:00,901,Delivered
1259,93,2024-02-22 10:00:00,2024-02-22 12:33:00,353,Delivered
1260,224,2024-02-22 11:00:00,,969,Delivered
1261,291,2024-02-22 12:00:00,2024-02-22 14:48:00,186,Delivered
1262,102,2024-02-22 13:00:00,2024-02-22 15:25:00,280,Delivered
1263,267,2024-02-22 14:00:00,2024-02-22 14:57:00,124,Delivered
1264,110,2024-02-22 15:00:00,2024-02-22 15:53:00,487,Delivered
1265,265,2024-02-22 16:00:00,2024-02-22 18:27:00,321,Delivered
1266,3,2024-02-22 17:00:00,2024-02-22 19:41:00,496,Delivered
1267,85,2024-02-22 18:00:00,2024-02-22 18:34:00,610,Delivered
1268,282,2024-02-22 19:00:00,2024-02-22 21:07:00,660,Delivered
1269,117,2024-02-22 20:00:00,2024-02-22 22:12:00,945,Cancelled
1270,221,2024-02-22 21:00:00,2024-02-22 21:55:00,539,Delivered
1271,154,2024-02-22 22:00:00,2024-02-22 22:36:00,274,Delivered
1272,153,2024-02-22 23:00:00,2024-02-23 01:01:00,410,Delivered
1273,12,2024-02-23 00:00:00,2024-02-23 02:12:00,373,Delivered
1274,133,2024-02-23 01:00:00,2024-02-23 02:22:00,134,Delivered
1275,293,2024-02-23 02:00:00,2024-02-23 04:41:00,316,Delivered
1276,300,2024-02-23 03:00:00,2024-02-23 05:17:00,820,Delivered
1277,228,2024-02-23 04:00:00,2024-02-23 04:36:00,771,Delivered
1278,271,2024-02-23 05:00:00,2024-02-23 06:36:00,507,Delivered
1279,43,2024-02-23 06:00:00,2024-02-23 08:20:00,618,Cancelled
1280,21,2024-02-23 07:00:00,2024-02-23 09:57:00,368,Delivered
1281,107,2024-02-23 08:00:00,2024-02-23 10:33:00,737,Delivered
1282,117,2024-02-23 09:00:00,2024-02-23 10:36:00,574,Delivered
1283,124,2024-02-23 10:00:00,2024-02-23 12:19:00,979,Delivered
1284,281,2024-02-23 11:00:00,2024-02-23 13:56:00,424,Cancelled
1285,292,2024-02-23 12:00:00,2024-02-23 13:17:00,455,Cancelled
1286,203,2024-02-23 13:00:00,2024-02-23 14:10:00,189,Delivered
1287,51,2024-02-23 14:00:00,2024-02-23 14:54:00,141,Delivered
1288,271,2024-02-23 15:00:00,2024-02-23 17:17:00,464,Delivered
1289,277,2024-02-23 16:00:00,2024-02-23 17:08:00,770,Delivered
1290,141,2024-02-23 17:00:00,2024-02-23 18:49:00,301,Delivered
1291,275,2024-02-23 18:00:00,2024-02-23 19:43:00,465,Delivered
1292,290,2024-02-23 19:00:00,2024-02-23 21:56:00,893,Delivered
1293,52,2024-02-23 20:00:00,2024-02-23 22:32:00,943,Delivered
1294,27,2024-02-23 21:00:00,2024-02-23 23:47:00,387,Delivered
1295,157,2024-02-23 22:00:00,2024-02-23 22:51:00,702,Delivered
1296,239,2024-02-23 23:00:00,2024-02-24 01:14:00,580,Delivered
1297,156,2024-02-24 00:00:00,2024-02-24 00:31:00,736,Delivered
1298,291,2024-02-24 01:00:00,2024-02-24 01:35:00,600,Delivered
1299,136,2024-02-24 02:00:00,2024-02-24 04:32:00,737,Delivered
1300,144,2024-02-24 03:00:00,2024-02-24 05:20:00,151,Delivered
1301,106,2024-02-24 04:00:00,2024-02-24 06:10:00,202,Cancelled
1302,158,2024-02-24 05:00:00,2024-02-24 07:06:00,460,Delivered
1303,146,2024-02-24 06:00:00,2024-02-24 08:36:00,523,Delivered
1304,2,2024-02-24 07:00:00,2024-02-24 09:56:00,798,Delivered
1305,77,2024-02-24 08:00:00,2024-02-24 08:30:00,304,Delivered
1306,132,2024-02-24 09:00:00,2024-02-24 10:02:00,113,Delivered
1307,90,2024-02-24 10:00:00,2024-02-24 11:01:00,715,Delivered
1308,263,2024-02-24 11:00:00,2024-02-24 13:35:00,728,Delivered
1309,108,2024-02-24 12:00:00,2024-02-24 13:11:00,569,Delivered
1310,74,2024-02-24 13:00:00,2024-02-24 15:29:00,565,Delivered
1311,39,2024-02-24 14:00:00,2024-02-24 15:23:00,403,Delivered
1312,159,2024-02-24 15:00:00,2024-02-24 15:54:00,704,Delivered
1313,71,2024-02-24 16:00:00,2024-02-24 17:15:00,526,Delivered
1314,241,2024-02-24 17:00:00,,755,Delivered
1315,298,2024-02-24 18:00:00,2024-02-24 19:08:00,209,Delivered
1316,36,2024-02-24 19:00:00,2024-02-24 20:18:00,774,Delivered
1317,84,2024-02-24 20:00:00,2024-02-24 22:45:00,664,Delivered
1318,263,2024-02-24 21:00:00,2024-02-24 23:01:00,614,Cancelled
1319,172,2024-02-24 22:00:00,2024-02-25 00:05:00,167,Delivered
1320,173,2024-02-24 23:00:00,2024-02-25 01:36:00,345,Delivered
1321,47,2024-02-25 00:00:00,2024-02-25 02:19:00,488,Delivered
1322,141,2024-02-25 01:00:00,2024-02-25 01:38:00,749,Delivered
1323,118,2024-02-25 02:00:00,2024-02-25 04:22:00,407,Delivered
1324,277,2024-02-25 03:00:00,2024-02-25 05:58:00,451,Delivered
1325,214,2024-02-25 04:00:00,2024-02-25 04:39:00,898,Delivered
1326,220,2024-02-25 05:00:00,2024-02-25 07:24:00,165,Delivered
1327,26,2024-02-25 06:00:00,2024-02-25 07:34:00,559,Delivered
1328,9,2024-02-25 07:00:00,2024-02-25 08:15:00,446,Delivered
1329,271,2024-02-25 08:00:00,2024-02-25 10:22:00,424,Delivered
1330,10,2024-02-25 09:00:00,2024-02-25 11:48:00,766,Delivered
1331,121,2024-02-25 10:00:00,2024-02-25 10:40:00,698,Delivered
1332,125,2024-02-25 11:00:00,2024-02-25 12:08:00,132,Delivered
1333,170,2024-02-25 12:00:00,2024-02-25 13:25:00,167,Delivered
1334,72,2024-02-25 13:00:00,2024-02-25 14:25:00,286,Delivered
1335,152,2024-02-25 14:00:00,2024-02-25 14:59:00,291,Delivered
1336,208,2024-02-25 15:00:00,2024-02-25 16:04:00,312,Delivered
1337,49,2024-02-25 16:00:00,2024-02-25 18:11:00,699,Delivered
1338,154,2024-02-25 17:00:00,2024-02-25 18:21:00,527,Delivered
1339,293,2024-02-25 18:00:00,2024-02-25 18:51:00,450,Delivered
1340,68,2024-02-25 19:00:00,2024-02-25 20:27:00,207,Delivered
1341,50,2024-02-25 20:00:00,2024-02-25 22:12:00,339,Delivered
1342,152,2024-02-25 21:00:00,2024-02-25 23:37:00,315,Delivered
1343,19,2024-02-25 22:00:00,2024-02-26 00:15:00,276,Delivered
1344,100,2024-02-25 23:00:00,2024-02-26 00:59:00,664,Delivered
1345,60,2024-02-26 00:00:00,2024-02-26 02:07:00,429,Delivered
1346,167,2024-02-26 01:00:00,2024-02-26 03:28:00,660,Delivered
1347,202,2024-02-26 02:00:00,2024-02-26 04:54:00,980,Delivered
1348,146,2024-02-26 03:00:00,2024-02-26 05:02:00,725,Delivered
1349,164,2024-02-26 04:00:00,2024-02-26 06:52:00,549,Delivered
1350,242,2024-02-26 05:00:00,2024-02-26 06:02:00,706,Delivered
1351,69,2024-02-26 06:00:00,2024-02-26 08:49:00,546,Delivered
1352,175,2024-02-26 07:00:00,2024-02-26 07:52:00,636,Delivered
1353,49,2024-02-26 08:00:00,2024-02-26 10:21:00,743,Delivered
1354,108,2024-02-26 09:00:00,2024-02-26 10:46:00,278,Delivered
1355,226,2024-02-26 10:00:00,2024-02-26 12:18:00,494,Delivered
1356,161,2024-02-26 11:00:00,2024-02-26 13:31:00,244,Delivered
1357,119,2024-02-26 12:00:00,2024-02-26 14:42:00,975,Delivered
1358,149,2024-02-26 13:00:00,2024-02-26 14:12:00,297,Delivered
1359,150,2024-02-26 14:00:00,2024-02-26 16:08:00,936,Delivered
1360,293,2024-02-26 15:00:00,2024-02-26 16:40:00,183,Delivered
1361,143,2024-02-26 16:00:00,2024-02-26 17:36:00,768,Delivered
1362,160,2024-02-26 17:00:00,2024-02-26 18:06:00,184,Delivered
1363,11,2024-02-26 18:00:00,2024-02-26 19:55:00,556,Delivered
1364,138,2024-02-26 19:00:00,2024-02-26 20:21:00,575,Delivered
1365,78,2024-02-26 20:00:00,2024-02-26 21:50:00,352,Delivered
1366,77,2024-02-26 21:00:00,2024-02-26 23:21:00,986,Delivered
1367,254,2024-02-26 22:00:00,2024-02-27 00:45:00,171,Delivered
1368,258,2024-02-26 23:00:00,2024-02-27 01:15:00,322,Delivered
1369,291,2024-02-27 00:00:00,2024-02-27 01:33:00,375,Delivered
1370,263,2024-02-27 01:00:00,2024-02-27 03:23:00,894,Delivered
1371,85,2024-02-27 02:00:00,2024-02-27 04:54:00,875,Delivered
1372,146,2024-02-27 03:00:00,2024-02-27 05:29:00,345,Delivered
1373,42,2024-02-27 04:00:00,2024-02-27 05:07:00,440,Delivered
1374,125,2024-02-27 05:00:00,2024-02-27 07:14:00,672,Delivered
1375,167,2024-02-27 06:00:00,2024-02-27 07:13:00,570,Delivered
1376,241,2024-02-27 07:00:00,2024-02-27 09:54:00,553,Delivered
1377,280,2024-02-27 08:00:00,2024-02-27 10:49:00,870,Delivered
1378,188,2024-02-27 09:00:00,2024-02-27 11:12:00,106,Delivered
1379,19,2024-02-27 10:00:00,2024-02-27 10:35:00,287,Delivered
1380,68,2024-02-27 11:00:00,2024-02-27 13:25:00,103,Delivered
1381,218,2024-02-27 12:00:00,2024-02-27 13:31:00,842,Delivered
1382,102,2024-02-27 13:00:00,2024-02-27 15:53:00,744,Delivered
1383,42,2024-02-27 14:00:00,2024-02-27 16:05:00,224,Delivered
1384,288,2024-02-27 15:00:00,2024-02-27 16:55:00,114,Delivered
1385,167,2024-02-27 16:00:00,2024-02-27 18:47:00,624,Delivered
1386,109,2024-02-27 17:00:00,2024-02-27 18:45:00,729,Delivered
1387,36,2024-02-27 18:00:00,2024-02-27 19:39:00,339,Delivered
1388,232,2024-02-27 19:00:00,2024-02-27 21:42:00,874,Delivered
1389,229,2024-02-27 20:00:00,2024-02-27 21:27:00,459,Delivered
1390,164,2024-02-27 21:00:00,2024-02-27 22:15:00,617,Delivered
1391,73,2024-02-27 22:00:00,2024-02-27 22:37:00,419,Delivered
1392,136,2024-02-27 23:00:00,2024-02-28 00:47:00,330,Delivered
1393,70,2024-02-28 00:00:00,2024-02-28 01:44:00,129,Delivered
1394,196,2024-02-28 01:00:00,2024-02-28 02:00:00,633,Delivered
1395,269,2024-02-28 02:00:00,2024-02-28 03:03:00,255,Delivered
1396,49,2024-02-28 03:00:00,2024-02-28 05:31:00,729,Delivered
1397,130,2024-02-28 04:00:00,2024-02-28 05:31:00,951,Delivered
1398,5,2024-02-28 05:00:00,2024-02-28 06:25:00,804,Delivered
1399,27,2024-02-28 06:00:00,2024-02-28 08:40:00,498,Delivered
1400,160,2024-02-28 07:00:00,2024-02-28 09:22:00,445,Delivered
1401,149,2024-02-28 08:00:00,2024-02-28 10:17:00,294,Delivered
1402,264,2024-02-28 09:00:00,2024-02-28 10:28:00,267,Delivered
1403,230,2024-02-28 10:00:00,2024-02-28 11:53:00,476,Delivered
1404,200,2024-02-28 11:00:00,2024-02-28 12:14:00,588,Delivered
1405,50,2024-02-28 12:00:00,2024-02-28 13:31:00,850,Delivered
1406,67,2024-02-28 13:00:00,2024-02-28 15:47:00,461,Delivered
1407,300,2024-02-28 14:00:00,2024-02-28 15:39:00,581,Delivered
1408,58,2024-02-28 15:00:00,2024-02-28 16:03:00,343,Delivered
1409,259,2024-02-28 16:00:00,2024-02-28 18:54:00,680,Delivered
1410,130,2024-02-28 17:00:00,2024-02-28 18:09:00,706,Delivered
1411,215,2024-02-28 18:00:00,2024-02-28 19:51:00,688,Delivered
1412,172,2024-02-28 19:00:00,2024-02-28 20:33:00,270,Delivered
1413,258,2024-02-28 20:00:00,,612,Delivered
1414,102,2024-02-28 21:00:00,2024-02-28 23:55:00,505,Delivered
1415,209,2024-02-28 22:00:00,2024-02-28 23:08:00,673,Delivered
1416,291,2024-02-28 23:00:00,2024-02-29 01:22:00,306,Delivered
1417,286,2024-02-29 00:00:00,2024-02-29 02:47:00,253,Delivered
1418,116,2024-02-29 01:00:00,2024-02-29 02:24:00,885,Delivered
1419,264,2024-02-29 02:00:00,2024-02-29 02:50:00,147,Delivered
1420,150,2024-02-29 03:00:00,2024-02-29 03:53:00,748,Delivered
1421,300,2024-02-29 04:00:00,2024-02-29 06:44:00,100,Delivered
1422,36,2024-02-29 05:00:00,2024-02-29 07:02:00,846,Delivered
1423,287,2024-02-29 06:00:00,2024-02-29 08:31:00,867,Delivered
1424,208,2024-02-29 07:00:00,2024-02-29 08:42:00,506,Delivered
1425,106,2024-02-29 08:00:00,2024-02-29 10:50:00,206,Delivered
1426,158,2024-02-29 09:00:00,2024-02-29 10:57:00,272,Delivered
1427,121,2024-02-29 10:00:00,2024-02-29 12:49:00,605,Delivered
1428,55,2024-02-29 11:00:00,2024-02-29 12:44:00,229,Delivered
1429,12,2024-02-29 12:00:00,2024-02-29 14:37:00,497,Delivered
1430,145,2024-02-29 13:00:00,2024-02-29 14:00:00,393,Delivered
1431,136,2024-02-29 14:00:00,2024-02-29 14:44:00,651,Delivered
1432,3,2024-02-29 15:00:00,2024-02-29 16:03:00,546,Delivered
1433,144,2024-02-29 16:00:00,2024-02-29 17:44:00,949,Delivered
1434,30,2024-02-29 17:00:00,2024-02-29 17:45:00,115,Delivered
1435,237,2024-02-29 18:00:00,2024-02-29 19:06:00,738,Delivered
1436,279,2024-02-29 19:00:00,2024-02-29 21:33:00,984,Delivered
1437,115,2024-02-29 20:00:00,2024-02-29 22:11:00,448,Delivered
1438,104,2024-02-29 21:00:00,2024-02-29 22:10:00,302,Delivered
1439,118,2024-02-29 22:00:00,2024-02-29 23:30:00,233,Delivered
