OrderDetailsID,OrderID,ProductName,Quantity,PricePerUnit
2322,3735,Shampoo,2,136
2323,2271,Fruits,1,149
2324,3712,Rice,1,101
2325,1784,Snacks,2,47
2326,1587,Juice,1,113
2327,1215,Soap,2,86
2328,3043,Soap,1,22
2329,2548,Rice,4,23
2330,3567,Shampoo,1,111
2331,3309,Fruits,2,91
2332,1046,Milk,3,123
2333,1646,Shampoo,1,35
2334,1351,Eggs,4,50
2335,3617,Shampoo,4,106
2336,3199,Snacks,4,149
2337,365,Eggs,4,92
2338,3940,Shampoo,2,110
2339,1068,Snacks,4,73
2340,519,Snacks,3,92
2341,3200,Snacks,1,147
2342,1627,Bread,4,118
2343,3202,Butter,1,95
2344,2577,Rice,2,105
2345,1345,Soap,1,58
2346,2234,Bread,2,64
2347,1646,Butter,2,106
2348,2846,Rice,1,138
2349,982,Soap,4,36
2350,2396,Eggs,3,103
2351,2037,Fruits,1,50
2352,3553,Bread,3,113
2353,922,Soap,1,114
2354,3747,Soap,3,101
2355,3659,Milk,1,103
2356,3783,Eggs,3,59
2357,3996,Bread,3,123
2358,2969,Snacks,1,131
2359,957,Snacks,1,66
2360,361,Butter,2,69
2361,1311,Soap,3,70
2362,182,Eggs,1,57
2363,1475,Shampoo,4,28
2364,2145,Juice,4,135
2365,563,Bread,2,44
2366,314,Shampoo,4,132
2367,3618,Milk,1,55
2368,3003,Soap,3,130
2369,2069,Fruits,1,97
2370,3768,Milk,4,100
2371,2853,Butter,4,47
2372,2624,Eggs,1,64
2373,3569,Snacks,2,124
2374,403,Snacks,1,67
2375,1148,Fruits,2,34
2376,613,Rice,4,147
2377,3191,Rice,3,82
2378,1877,Soap,3,78
2379,1614,Snacks,1,22
2380,3018,Butter,2,58
2381,693,Snacks,4,41
2382,1735,Milk,3,120
2383,3549,Eggs,1,146
2384,3007,Bread,1,39
2385,2920,Snacks,4,110
2386,1726,Shampoo,4,38
2387,840,Juice,1,85
2388,2151,Shampoo,1,57
2389,2381,Soap,1,149
2390,3950,Milk,2,56
2391,1811,Bread,4,97
2392,3531,Fruits,1,64
2393,3202,Juice,4,100
2394,753,Snacks,1,103
2395,2182,Shampoo,1,143
2396,3229,Butter,1,112
2397,2473,Soap,4,125
2398,1459,Butter,1,121
2399,3461,Eggs,1,111
2400,937,Bread,4,115
2401,1342,Soap,1,99
2402,1694,Soap,3,67
2403,505,Eggs,3,50
2404,2919,Milk,1,20
2405,2238,Fruits,2,145
2406,2660,Juice,4,149
2407,3483,Soap,1,65
2408,1970,Fruits,4,20
2409,52,Butter,2,89
2410,3633,Rice,2,85
2411,1470,Rice,4,21
2412,2660,Bread,2,88
2413,3516,Soap,2,32
2414,1406,Juice,4,102
2415,3835,Soap,2,66
2416,2422,Juice,3,148
2417,2000,Fruits,1,132
2418,3638,Rice,3,51
2419,2423,Juice,3,115
2420,389,Eggs,1,30
2421,1673,Rice,3,27
2422,674,Soap,1,121
2423,1890,Eggs,1,25
2424,2852,Butter,4,21
2425,1503,Fruits,1,92
2426,2452,Bread,1,22
2427,593,Snacks,2,85
2428,3540,Juice,2,45
2429,2780,Rice,3,113
2430,3669,Juice,1,121
2431,2553,Juice,1,94
2432,83,Bread,4,108
2433,2367,Rice,1,135
2434,3139,Shampoo,4,49
2435,414,Eggs,1,62
2436,2501,Snacks,2,39
2437,2794,Juice,2,71
2438,198,Rice,2,40
2439,2307,Rice,3,60
2440,1713,Juice,1,143
2441,2346,Butter,2,127
2442,1304,Rice,4,71
2443,300,Fruits,2,21
2444,129,Snacks,1,63
2445,2546,Snacks,2,60
2446,1907,Soap,1,89
2447,2486,Juice,1,26
2448,1716,Snacks,2,57
2449,3364,Butter,4,28
2450,207,Shampoo,3,72
2451,2025,Juice,1,47
2452,294,Eggs,3,147
2453,1964,Juice,2,38
2454,1874,Shampoo,1,32
2455,2007,Soap,1,30
2456,3759,Milk,2,21
2457,2077,Juice,3,145
2458,2227,Fruits,4,75
2459,2089,Rice,2,107
2460,3542,Bread,2,71
2461,1216,Fruits,4,144
2462,2392,Shampoo,4,124
2463,1773,Butter,4,71
2464,2864,Eggs,4,53
2465,2785,Shampoo,2,41
2466,626,Bread,4,82
2467,278,Shampoo,3,34
2468,3427,Rice,4,57
2469,529,Bread,1,124
2470,2134,Rice,1,74
2471,1925,Eggs,4,136
2472,2365,Snacks,2,139
2473,1881,Bread,2,85
2474,1926,Milk,3,85
2475,693,Shampoo,2,91
2476,1361,Fruits,3,94
2477,863,Shampoo,3,28
2478,3217,Eggs,3,108
2479,2363,Eggs,4,50
2480,225,Rice,2,40
2481,3495,Eggs,1,57
2482,3126,Bread,3,71
2483,1918,Fruits,1,95
2484,1968,Eggs,3,102
2485,1957,Juice,2,98
2486,1840,Juice,4,57
2487,68,Rice,3,81
2488,1643,Eggs,3,91
2489,3406,Eggs,1,121
2490,1021,Milk,4,147
2491,1101,Fruits,2,92
2492,1563,Eggs,3,82
2493,2904,Milk,2,132
2494,3227,Rice,4,102
2495,3144,Shampoo,1,41
2496,1525,Milk,4,45
2497,1471,Juice,4,106
2498,1716,Juice,4,149
2499,1583,Bread,4,116
2500,3826,Milk,2,92
2501,1383,Fruits,2,62
2502,1301,Snacks,1,107
2503,2931,Shampoo,3,116
2504,1337,Soap,3,59
2505,3177,Rice,4,38
2506,3019,Eggs,4,39
2507,3167,Shampoo,2,138
2508,1243,Milk,3,92
2509,1706,Fruits,1,101
2510,1902,Rice,4,124
2511,1968,Bread,2,73
2512,3867,Rice,4,101
2513,3200,Shampoo,4,59
2514,2248,Shampoo,2,119
2515,2380,Soap,3,46
2516,2595,Snacks,3,66
2517,3938,Fruits,4,131
2518,1680,Bread,3,138
2519,1316,Butter,2,78
2520,2114,Rice,3,96
2521,731,Snacks,4,145
2522,568,Fruits,4,26
2523,2705,Shampoo,2,69
2524,2452,Juice,4,123
2525,1749,Fruits,3,85
2526,1630,Rice,2,125
2527,2666,Fruits,4,26
2528,596,Soap,2,27
2529,648,Soap,2,51
2530,2194,Fruits,3,38
2531,2809,Soap,3,137
2532,1554,Snacks,1,76
2533,3474,Milk,2,110
2534,125,Juice,3,40
2535,1538,Rice,4,140
2536,1356,Rice,1,48
2537,480,Rice,1,90
2538,1002,Juice,4,83
2539,712,Rice,3,52
2540,1971,Shampoo,2,44
2541,3722,Snacks,1,45
2542,2763,Snacks,4,55
2543,1422,Rice,4,30
2544,1818,Bread,4,49
2545,815,Soap,4,76
2546,3102,Eggs,1,116
2547,56,Shampoo,2,44
2548,1655,Fruits,3,115
2549,132,Shampoo,4,76
2550,231,Shampoo,4,142
2551,395,Snacks,2,53
2552,3224,Rice,2,105
2553,3574,Soap,3,73
2554,982,Bread,1,70
2555,3011,Juice,2,25
2556,933,Eggs,1,73
2557,1530,Milk,1,36
2558,1410,Fruits,4,107
2559,2956,Shampoo,1,21
2560,533,Bread,4,39
2561,965,Shampoo,4,110
2562,2496,Soap,3,25
2563,3652,Shampoo,1,138
2564,2174,Juice,2,98
2565,555,Bread,2,74
2566,2742,Rice,2,67
2567,2537,Rice,3,77
2568,2660,Fruits,4,25
2569,2939,Snacks,4,49
2570,2494,Eggs,2,55
2571,1494,Fruits,4,129
2572,3421,Fruits,4,140
2573,2556,Soap,3,22
2574,2505,Milk,1,109
2575,3034,Butter,1,49
2576,3980,Milk,3,134
2577,3824,Soap,3,137
2578,385,Bread,4,107
2579,712,Soap,3,23
2580,2977,Eggs,4,70
2581,1472,Soap,1,43
2582,3700,Fruits,3,65
2583,3187,Milk,4,135
2584,2500,Snacks,1,46
2585,654,Snacks,1,114
2586,1143,Fruits,2,130
2587,1117,Milk,1,118
2588,3982,Juice,3,135
2589,2569,Milk,3,39
2590,1609,Milk,4,99
2591,538,Fruits,3,114
2592,1457,Soap,1,33
2593,3823,Milk,4,84
2594,1898,Bread,1,39
2595,2193,Juice,2,89
2596,1092,Soap,4,64
2597,700,Butter,2,20
2598,1902,Juice,4,58
2599,2179,Rice,3,138
2600,733,Juice,1,75
2601,1305,Eggs,4,26
2602,1813,Fruits,3,39
2603,1676,Juice,3,103
2604,3638,Bread,3,98
2605,513,Rice,2,129
2606,2688,Butter,3,20
2607,1,Butter,4,99
2608,3757,Snacks,2,46
2609,1966,Snacks,1,138
2610,432,Shampoo,3,142
2611,2439,Rice,4,43
2612,1290,Bread,4,71
2613,399,Fruits,2,70
2614,808,Bread,1,76
2615,1280,Shampoo,2,74
2616,2443,Bread,3,72
2617,952,Fruits,1,108
2618,2222,Soap,1,38
2619,1069,Fruits,1,128
2620,855,Eggs,2,48
2621,3213,Juice,4,139
2622,2587,Butter,2,148
2623,745,Milk,4,93
2624,2769,Juice,2,118
2625,2098,Rice,4,25
2626,3133,Juice,4,95
2627,243,Snacks,1,86
2628,3341,Snacks,4,37
2629,1164,Bread,3,40
2630,3229,Butter,3,38
2631,2645,Milk,4,75
2632,1620,Juice,4,37
2633,276,Juice,4,125
2634,3103,Butter,4,72
2635,8,Rice,1,105
2636,3864,Snacks,3,69
2637,715,Fruits,1,146
2638,1959,Rice,3,23
2639,2081,Eggs,4,82
2640,810,Bread,3,132
2641,3727,Butter,3,75
2642,3524,Shampoo,2,32
2643,1473,Rice,2,124
2644,928,Juice,4,52
2645,3979,Milk,1,83
2646,862,Eggs,2,102
2647,37,Shampoo,4,124
2648,3731,Snacks,1,53
2649,3812,Eggs,2,87
2650,2082,Milk,3,58
2651,455,Butter,2,148
2652,444,Shampoo,4,59
2653,3309,Snacks,2,82
2654,212,Juice,2,148
2655,3893,Fruits,1,113
2656,3212,Milk,1,118
2657,2750,Snacks,3,79
2658,2656,Juice,4,148
2659,1730,Snacks,3,64
2660,982,Juice,3,88
2661,2409,Juice,2,33
2662,2352,Eggs,3,108
2663,296,Juice,1,55
2664,152,Soap,3,51
2665,1970,Soap,4,92
2666,3295,Bread,3,69
2667,1220,Milk,4,76
2668,600,Bread,4,136
2669,1323,Snacks,3,130
2670,1553,Eggs,3,108
2671,1512,Soap,3,123
2672,2259,Butter,4,73
2673,232,Rice,1,72
2674,2918,Rice,2,88
2675,2743,Soap,3,33
2676,3746,Bread,2,24
2677,367,Juice,3,137
2678,481,Fruits,4,86
2679,3654,Milk,4,20
2680,572,Milk,2,128
2681,1203,Shampoo,1,81
2682,1508,Juice,4,97
2683,1613,Butter,2,76
2684,3567,Milk,4,39
2685,1571,Eggs,3,33
2686,930,Butter,2,54
2687,1040,Juice,2,103
2688,2514,Rice,3,61
2689,1426,Juice,2,117
2690,2342,Rice,3,20
2691,171,Soap,1,87
2692,1056,Eggs,3,123
2693,2311,Snacks,1,97
2694,1239,Fruits,2,70
2695,2007,Rice,3,51
2696,2606,Rice,2,119
2697,189,Rice,1,58
2698,786,Fruits,4,61
2699,583,Rice,4,33
2700,3050,Shampoo,4,135
2701,1832,Snacks,4,94
2702,600,Snacks,4,66
2703,846,Milk,1,123
2704,3333,Milk,4,43
2705,2030,Shampoo,4,74
2706,1206,Shampoo,2,89
2707,3577,Rice,3,97
2708,2390,Eggs,3,92
2709,954,Soap,3,63
2710,2070,Shampoo,3,108
2711,1098,Milk,1,34
2712,1626,Eggs,3,64
2713,1871,Fruits,2,141
2714,166,Butter,1,81
2715,2025,Soap,4,111
2716,234,Shampoo,2,32
2717,1399,Snacks,2,124
2718,1457,Milk,4,24
2719,641,Bread,4,102
2720,1358,Milk,2,36
2721,1828,Shampoo,1,51
2722,607,Butter,4,24
2723,540,Rice,3,145
2724,3938,Soap,2,126
2725,3107,Juice,2,20
2726,1468,Juice,4,145
2727,3303,Juice,4,51
2728,2366,Juice,3,145
2729,343,Eggs,3,118
2730,3502,Fruits,3,132
2731,3948,Milk,3,30
2732,3027,Soap,2,42
2733,637,Butter,4,138
2734,3538,Fruits,1,45
2735,79,Bread,4,82
2736,2941,Bread,4,88
2737,2621,Soap,3,109
2738,2497,Milk,3,70
2739,3801,Soap,2,62
2740,2330,Rice,3,44
2741,2723,Rice,2,149
2742,2105,Milk,4,33
2743,191,Shampoo,4,124
2744,644,Milk,4,123
2745,1487,Butter,2,58
2746,2090,Shampoo,2,67
2747,1510,Milk,2,134
2748,3245,Shampoo,3,68
2749,2727,Soap,1,46
2750,3322,Juice,3,64
2751,3582,Fruits,1,50
2752,2550,Juice,3,82
2753,1217,Butter,4,131
2754,790,Rice,2,127
2755,3979,Butter,3,84
2756,2798,Rice,2,30
2757,742,Soap,3,116
2758,2213,Soap,4,131
2759,2803,Shampoo,2,52
2760,90,Eggs,4,48
2761,1715,Rice,1,30
2762,987,Soap,2,88
2763,3130,Eggs,3,40
2764,3335,Bread,2,22
2765,648,Bread,1,113
2766,2798,Shampoo,1,41
2767,819,Butter,3,81
2768,243,Juice,4,24
2769,2711,Bread,2,28
2770,2906,Shampoo,4,77
2771,1900,Snacks,4,43
2772,3831,Eggs,3,80
2773,219,Fruits,2,146
2774,9,Snacks,1,67
2775,430,Fruits,3,81
2776,3878,Rice,4,57
2777,3951,Rice,1,137
2778,13,Fruits,4,78
2779,1799,Soap,2,116
2780,2955,Soap,4,36
2781,3018,Juice,1,88
2782,3297,Butter,2,42
2783,3815,Juice,3,122
2784,690,Shampoo,4,113
2785,1783,Rice,2,65
2786,3139,Fruits,2,48
2787,3881,Eggs,3,53
2788,3741,Eggs,3,29
2789,677,Milk,1,39
2790,3575,Juice,2,53
2791,2232,Fruits,2,120
2792,1005,Soap,1,106
2793,208,Shampoo,4,64
2794,2576,Snacks,2,147
2795,1324,Milk,2,108
2796,2866,Snacks,4,101
2797,1003,Rice,3,138
2798,3313,Shampoo,3,111
2799,2503,Butter,3,24
2800,1766,Snacks,1,39
2801,2950,Shampoo,4,140
2802,1554,Milk,3,77
2803,1683,Rice,1,108
2804,2292,Shampoo,4,119
2805,3635,Butter,3,134
2806,1986,Soap,2,93
2807,771,Eggs,2,35
2808,238,Bread,3,23
2809,3318,Soap,3,29
2810,2393,Soap,1,67
2811,3556,Eggs,2,39
2812,2358,Soap,4,51
2813,1585,Fruits,3,79
2814,1308,Rice,4,30
2815,2086,Shampoo,3,39
2816,1820,Rice,2,42
2817,32,Fruits,3,146
2818,3315,Soap,4,96
2819,3625,Bread,2,54
2820,292,Milk,3,29
2821,3687,Rice,2,57
2822,292,Rice,1,102
2823,1643,Bread,4,51
2824,2806,Butter,3,73
2825,1406,Rice,3,76
2826,3671,Shampoo,3,126
2827,578,Snacks,4,44
2828,1162,Shampoo,1,64
2829,3910,Shampoo,4,137
2830,1224,Shampoo,3,57
2831,3407,Soap,4,144
2832,2653,Fruits,3,55
2833,447,Rice,4,107
2834,3420,Snacks,2,143
2835,278,Bread,4,32
2836,3042,Milk,3,143
2837,2580,Juice,3,34
2838,1825,Soap,4,77
2839,1423,Eggs,4,131
2840,3463,Snacks,2,78
2841,984,Juice,1,71
2842,2650,Rice,1,88
2843,2610,Soap,2,122
2844,3082,Fruits,1,24
2845,2639,Fruits,1,62
2846,1573,Snacks,3,27
2847,59,Snacks,3,97
2848,3160,Butter,3,112
2849,459,Rice,4,82
2850,104,Rice,4,51
2851,831,Rice,1,116
2852,789,Soap,4,137
2853,2152,Fruits,3,43
2854,3326,Soap,4,69
2855,742,Snacks,1,137
2856,3407,Milk,3,147
2857,3535,Butter,1,131
2858,1573,Snacks,4,57
2859,2349,Shampoo,2,101
2860,2702,Bread,2,89
2861,555,Juice,3,88
2862,628,Shampoo,1,32
2863,3413,Shampoo,2,138
2864,3564,Fruits,2,121
2865,1108,Snacks,3,40
2866,2977,Shampoo,3,96
2867,3331,Rice,1,101
2868,2408,Soap,2,96
2869,2135,Rice,1,118
2870,428,Fruits,1,62
2871,2415,Fruits,3,141
2872,2391,Snacks,1,143
2873,2395,Snacks,4,39
2874,1827,Bread,1,74
2875,1945,Shampoo,2,93
2876,2144,Butter,1,91
2877,3327,Rice,4,65
2878,1878,Shampoo,4,98
2879,1160,Rice,2,34
2880,1272,Eggs,2,118
2881,3571,Juice,1,85
2882,884,Juice,4,128
2883,486,Snacks,4,76
2884,1426,Butter,1,140
2885,604,Butter,2,118
2886,412,Milk,4,85
2887,1995,Fruits,1,129
2888,1932,Butter,2,149
2889,2496,Rice,1,91
2890,247,Rice,2,20
2891,2818,Juice,2,124
2892,2747,Shampoo,4,40
2893,2469,Butter,3,54
2894,2172,Milk,4,123
2895,3332,Shampoo,1,73
2896,3241,Juice,2,143
2897,2989,Rice,4,127
2898,2925,Snacks,2,63
2899,3183,Eggs,4,104
2900,3362,Butter,1,23
2901,1623,Rice,1,142
2902,2061,Shampoo,1,61
2903,3335,Rice,4,43
2904,800,Milk,3,86
2905,3095,Juice,1,30
2906,945,Soap,4,115
2907,2248,Rice,3,41
2908,1266,Snacks,4,105
2909,1263,Butter,4,38
2910,2351,Snacks,1,101
2911,1189,Milk,3,114
2912,2786,Fruits,4,36
2913,176,Shampoo,4,43
2914,1053,Eggs,4,148
2915,2725,Butter,4,24
2916,2583,Soap,1,72
2917,1318,Juice,4,100
2918,477,Juice,3,105
2919,2431,Milk,2,122
2920,2604,Fruits,3,99
2921,3845,Bread,4,24
2922,1716,Milk,4,37
2923,3368,Fruits,3,128
2924,1675,Juice,2,110
2925,334,Juice,1,89
2926,1272,Shampoo,2,100
2927,1265,Rice,2,50
2928,3178,Rice,2,32
2929,2946,Eggs,3,42
2930,931,Milk,2,84
2931,685,Soap,1,49
2932,561,Juice,4,66
2933,123,Juice,3,31
2934,1059,Soap,3,35
2935,2666,Soap,2,136
2936,3036,Bread,4,128
2937,840,Eggs,4,77
2938,416,Rice,4,24
2939,708,Rice,3,100
2940,3693,Milk,1,20
2941,2685,Eggs,4,27
2942,3399,Butter,3,38
2943,3367,Snacks,2,50
2944,3504,Shampoo,4,149
2945,347,Juice,2,140
2946,2085,Milk,4,78
2947,1724,Bread,2,50
2948,2560,Rice,3,48
2949,849,Bread,2,123
2950,3972,Shampoo,3,82
2951,535,Rice,2,34
2952,2958,Snacks,2,49
2953,2821,Bread,2,30
2954,1730,Milk,4,32
2955,1902,Juice,1,74
2956,664,Milk,1,82
2957,1042,Shampoo,4,149
2958,27,Eggs,2,26
2959,2584,Bread,2,47
2960,1053,Fruits,4,44
2961,1675,Eggs,3,99
2962,3056,Juice,3,43
2963,2706,Rice,4,100
2964,1659,Soap,1,144
2965,640,Rice,3,89
2966,3952,Bread,4,97
2967,3189,Juice,3,109
2968,3204,Soap,4,143
2969,3361,Milk,3,111
2970,1742,Rice,3,130
2971,3308,Rice,4,147
2972,42,Butter,1,63
2973,3232,Juice,1,76
2974,3836,Rice,3,40
2975,1715,Eggs,3,74
2976,3197,Bread,1,128
2977,3332,Eggs,4,123
2978,3348,Juice,2,148
2979,2261,Snacks,3,43
2980,1987,Bread,2,46
2981,3545,Snacks,3,107
2982,2884,Fruits,1,111
2983,702,Snacks,4,58
2984,3642,Snacks,3,74
2985,1455,Shampoo,2,144
2986,3787,Snacks,1,64
2987,2128,Fruits,3,120
2988,3003,Rice,4,48
2989,1252,Soap,3,88
2990,2950,Snacks,4,30
2991,3167,Fruits,4,149
2992,2472,Butter,1,122
2993,1997,Snacks,3,127
2994,919,Soap,4,138
2995,2564,Soap,1,106
2996,165,Butter,3,131
2997,1450,Rice,4,93
2998,3045,Shampoo,1,21
2999,3884,Eggs,3,36
3000,3041,Shampoo,4,114
3001,2941,Eggs,1,99
3002,3064,Snacks,1,43
3003,1066,Butter,3,76
3004,1821,Juice,1,90
3005,2789,Eggs,3,102
3006,3475,Bread,3,116
3007,2803,Soap,4,55
3008,3796,Snacks,3,64
3009,2464,Snacks,1,29
3010,3372,Soap,3,82
3011,3127,Milk,4,62
3012,336,Soap,1,70
3013,1925,Rice,4,126
3014,881,Juice,2,22
3015,1454,Soap,4,88
3016,972,Shampoo,2,98
3017,2733,Bread,2,55
3018,3861,Eggs,3,68
3019,3406,Fruits,1,20
3020,2789,Shampoo,3,92
3021,3478,Rice,1,135
3022,30,Rice,4,33
3023,3607,Soap,2,141
3024,1541,Fruits,2,112
3025,575,Juice,2,73
3026,221,Eggs,4,68
3027,827,Butter,4,49
3028,2014,Snacks,3,31
3029,2642,Snacks,3,130
3030,1518,Eggs,1,135
3031,754,Butter,1,131
3032,1277,Eggs,2,123
3033,1588,Bread,4,30
3034,3393,Fruits,4,110
3035,3111,Snacks,3,92
3036,1021,Butter,3,35
3037,1489,Juice,1,33
3038,3843,Soap,1,129
3039,1962,Shampoo,3,138
3040,1863,Snacks,3,145
3041,3483,Rice,4,28
3042,3484,Milk,1,68
3043,2540,Eggs,3,61
3044,438,Juice,3,133
3045,479,Eggs,2,96
3046,783,Milk,3,111
3047,2997,Bread,3,139
3048,1008,Soap,4,103
3049,72,Snacks,3,122
3050,582,Rice,1,90
3051,220,Eggs,2,67
3052,1028,Butter,4,98
3053,3934,Eggs,1,96
3054,3051,Butter,2,62
3055,3985,Soap,2,27
3056,290,Shampoo,3,82
3057,380,Snacks,2,139
3058,3974,Shampoo,2,82
3059,2852,Shampoo,3,25
3060,1379,Snacks,4,93
3061,2791,Snacks,3,71
3062,1959,Soap,4,40
3063,2128,Rice,2,135
3064,66,Eggs,1,77
3065,2184,Soap,4,75
3066,399,Milk,4,102
3067,3775,Fruits,4,28
3068,347,Bread,4,100
3069,3920,Snacks,2,113
3070,1985,Eggs,1,71
3071,2107,Rice,4,125
3072,778,Juice,1,74
3073,2567,Rice,2,33
3074,1904,Bread,4,148
3075,2762,Milk,1,68
3076,3916,Juice,4,89
3077,3025,Shampoo,4,135
3078,3309,Shampoo,2,138
3079,3852,Snacks,4,98
3080,79,Shampoo,1,69
3081,1582,Butter,1,144
3082,1779,Eggs,2,74
3083,3872,Butter,3,111
3084,3744,Snacks,3,22
3085,2163,Soap,2,139
3086,986,Bread,2,100
3087,1486,Juice,3,38
3088,1650,Juice,3,78
3089,2174,Shampoo,1,108
3090,1626,Eggs,1,82
3091,2621,Fruits,1,46
3092,965,Rice,3,144
3093,2548,Juice,2,41
3094,829,Bread,4,89
3095,3174,Bread,1,38
3096,2674,Butter,4,120
3097,1198,Butter,2,139
3098,2500,Snacks,3,107
3099,3164,Milk,1,56
3100,1719,Fruits,3,23
3101,2433,Shampoo,2,101
3102,1229,Bread,1,34
3103,2411,Juice,2,87
3104,3779,Rice,2,87
3105,1841,Rice,1,124
3106,498,Butter,4,78
3107,537,Butter,1,77
3108,3306,Soap,3,139
3109,2064,Fruits,4,148
3110,3029,Snacks,1,75
3111,1165,Shampoo,1,23
3112,1972,Eggs,1,48
3113,2668,Bread,1,36
3114,3492,Eggs,1,70
3115,3528,Soap,3,43
3116,300,Shampoo,2,63
3117,2387,Rice,3,135
3118,303,Juice,2,76
3119,3964,Soap,1,51
3120,592,Snacks,3,127
3121,76,Shampoo,2,61
3122,3860,Butter,2,141
3123,914,Rice,1,53
3124,780,Eggs,1,104
3125,3696,Shampoo,4,141
3126,921,Soap,4,139
3127,3388,Snacks,2,101
3128,1524,Milk,4,139
3129,3147,Bread,3,124
3130,1750,Shampoo,2,101
3131,2036,Juice,3,111
3132,2414,Milk,4,59
3133,3618,Shampoo,3,73
3134,2701,Milk,2,108
3135,1006,Soap,3,21
3136,1702,Juice,2,116
3137,2444,Fruits,4,75
3138,3303,Milk,2,123
3139,804,Bread,4,143
3140,1052,Snacks,1,144
3141,3547,Bread,4,97
3142,3367,Juice,2,27
3143,2893,Shampoo,2,103
3144,3499,Juice,1,101
3145,872,Eggs,1,107
3146,3163,Fruits,4,86
3147,115,Snacks,3,136
3148,3231,Rice,3,97
3149,3330,Rice,1,86
3150,373,Soap,4,61
3151,850,Eggs,1,83
3152,2138,Butter,1,147
3153,757,Rice,2,92
3154,1322,Butter,2,109
3155,31,Bread,2,26
3156,1853,Snacks,1,26
3157,2406,Butter,4,141
3158,3896,Butter,3,135
3159,2518,Soap,3,32
3160,3812,Fruits,2,39
3161,3923,Fruits,4,72
3162,3200,Shampoo,2,105
3163,1806,Butter,4,116
3164,2318,Shampoo,4,80
3165,3570,Milk,4,144
3166,1437,Shampoo,1,121
3167,2257,Milk,4,135
3168,690,Snacks,1,109
3169,3378,Fruits,3,115
3170,1215,Snacks,3,80
3171,3429,Shampoo,1,75
3172,457,Rice,3,113
3173,449,Butter,3,59
3174,68,Shampoo,2,100
3175,1863,Eggs,1,82
3176,1803,Rice,1,114
3177,1806,Shampoo,1,81
3178,874,Milk,2,29
3179,467,Juice,1,55
3180,3432,Rice,3,149
3181,3459,Juice,4,79
3182,128,Milk,2,92
3183,1800,Milk,2,86
3184,733,Eggs,1,100
3185,3826,Shampoo,4,96
3186,3557,Snacks,4,87
3187,1268,Fruits,4,101
3188,1929,Shampoo,3,75
3189,1043,Butter,4,118
3190,1420,Butter,1,33
3191,3739,Eggs,3,95
3192,3301,Juice,4,94
3193,368,Juice,1,85
3194,2106,Rice,3,52
3195,3353,Snacks,3,32
3196,2605,Snacks,4,49
3197,3174,Fruits,3,45
3198,2096,Butter,2,133
3199,2610,Snacks,1,32
3200,2641,Bread,4,87
3201,812,Shampoo,1,142
3202,59,Snacks,1,52
3203,161,Bread,2,25
3204,103,Rice,3,24
3205,846,Bread,2,73
3206,412,Fruits,2,144
3207,786,Snacks,3,24
3208,183,Shampoo,4,144
3209,2465,Butter,1,95
3210,3188,Soap,4,69
3211,3946,Rice,4,100
3212,2047,Bread,2,132
3213,2447,Fruits,3,39
3214,957,Butter,3,144
3215,2827,Soap,1,54
3216,3748,Shampoo,3,86
3217,2703,Bread,4,60
3218,437,Snacks,3,35
3219,2366,Snacks,3,43
3220,1840,Soap,4,79
3221,606,Juice,1,140
3222,3322,Eggs,1,93
3223,2959,Milk,4,22
3224,1471,Butter,3,139
3225,497,Eggs,3,38
3226,1367,Bread,1,59
3227,2475,Fruits,1,72
3228,2866,Snacks,1,86
3229,1852,Rice,2,105
3230,1023,Snacks,1,108
3231,2288,Soap,3,105
3232,3131,Bread,1,127
3233,3599,Rice,3,140
3234,2845,Fruits,3,103
3235,2251,Fruits,3,65
3236,1773,Rice,1,24
3237,1490,Milk,1,126
3238,1320,Bread,4,142
3239,2335,Shampoo,1,92
3240,2121,Soap,1,100
3241,2774,Butter,1,76
3242,3595,Fruits,2,52
3243,337,Bread,1,116
3244,3809,Juice,2,55
3245,3390,Bread,3,112
3246,203,Juice,3,41
3247,231,Snacks,3,101
3248,2952,Snacks,3,36
3249,3635,Shampoo,2,63
3250,3129,Eggs,2,41
3251,2692,Butter,3,148
3252,3492,Shampoo,1,49
3253,2963,Soap,3,88
3254,2328,Snacks,3,108
3255,809,Soap,2,30
3256,1329,Shampoo,3,70
3257,466,Butter,2,82
3258,2785,Juice,4,105
3259,1198,Shampoo,2,142
3260,804,Snacks,3,53
3261,266,Butter,1,140
3262,2295,Fruits,2,97
3263,2126,Milk,2,142
3264,1671,Milk,2,39
3265,3724,Shampoo,3,36
3266,2902,Soap,3,53
3267,2301,Milk,2,118
3268,2523,Bread,1,135
3269,176,Butter,3,133
3270,1445,Milk,1,116
3271,3019,Bread,4,145
3272,1596,Juice,1,139
3273,3533,Soap,3,85
3274,3936,Fruits,2,91
3275,254,Fruits,4,112
3276,1544,Butter,1,70
3277,903,Bread,2,143
3278,2155,Eggs,4,114
3279,1195,Fruits,1,49
3280,2106,Fruits,2,118
3281,1361,Juice,4,130
3282,3414,Fruits,3,132
3283,2990,Fruits,1,57
3284,3362,Milk,1,36
3285,84,Fruits,4,93
3286,1141,Juice,1,148
3287,712,Soap,2,37
3288,1558,Shampoo,1,144
3289,3291,Fruits,1,69
3290,1762,Rice,2,139
3291,1941,Butter,2,115
3292,1807,Eggs,3,73
3293,901,Rice,2,50
3294,3174,Milk,1,116
3295,657,Snacks,4,65
3296,2504,Juice,1,54
3297,659,Butter,3,68
3298,2821,Shampoo,4,100
